Name,parameters
BBa_K525123,n/a:S-layer cspB from Corynebacterium Glutamicum with lipid anchor and PT7 and RBS;n/a:S-layer cspB from Brevibaterium flavum with lipid anchor and PT7 and RBS;n/a:NA;n/a:	S-layer cspB from Corynebacterium Glutamicum with lipid anchor and PT7 and RBS;n/a:S-layer cspB from Corynebacterium glutamicum with lipid anchor and PT7 and RBS
BBa_K525411,"control:PT7;origin:Lysinibacillus sphaericus;origin:Lysinibacillus sphaericus, Escherichia coli;biology:S-Layer;chassis:E. coli;origin:Lysinibacillus sphaericus,"
BBa_K525223,biology:NA;biology:S-layer;origin:NA;origin:Corynebacterium halotolerans
BBa_K525311,"biology:S-Layer;origin:Geobacillus stearothermophilus, Escherichia coli;chassis:E. coli;control:PT7;origin:Geobacillus stearothermophilus"
BBa_K525730,n/a:	DNA ligase from Escherichia coli with PT7 and RBS 
BBa_K525740,n/a:	DNA ligase from Escherichia coli with His-tag;n/a:Ligase A from Escherichia coli with His-tag
BBa_K525562,origin:Sphingomonas bisphenolicum AO1;chassis:E. coli
BBa_K525582,origin:Sphingomonas bisphenolicum AO1;chassis:E. coli
BBa_K533007,ligands:aspartate;ligands:NA
BBa_K525517,n/a:	Fusion protein of BisdA and BisdB behind constitutive promoter;n/a:NA
BBa_K535000,n/a:HydEF -> C. reinhardtii's hydrogenase maturase
BBa_K535001,n/a:HydG-> Chlamydomonas reinhardtii
BBa_K538001,target:Proteins;function:Protein chaperone;uniprot:Q8KM31;family:GroES chaperonins;function:NA;target:NA;family:Hsp60 chaperonins;family:HSP60 chaperonins;function:Chaperone;uniprot:Q8KM30;origin:Oleispira antarctica RB-8
BBa_K538002,target:Proteins;function:Protein chaperone;family:Hsp70 proteins;uniprot:Q643Z5;family:NA;origin:NA;function:NA;target:NA;origin:Shewanella sp. Ac10;uniprot:NA;function:Chaperone
BBa_K538003,target:RNA;family:NA;family:Cold shock proteins;origin:NA;function:NA;target:NA;function:RNA chaperone;uniprot:A4C0F8;uniprot:NA;function:Chaperone;origin:Polaribacter irgensii 23-P
BBa_K539413,n/a:vioD
BBa_K557000,chassis:NA;target:NA;chassis:E.coli lacking CheZ;target:CheY-P
BBa_K559000,biology:NA;function:NA;protein:NA
BBa_K559001,biology:NA;function:NA;protein:NA
BBa_K563010,"n/a:Tor2 gene from the genome of the S. cerevisiae, central protein in TOR(target of rapamycin) pathway"
BBa_K563012,n/a:Tor2 with I1957T mutation
BBa_K563011,n/a:Tor2 with L1415P mutation
BBa_K563013,n/a:Tor2 with mutation I1957T and E2360K
BBa_K563014,"n/a:Mutated Tor2 with I1957T, V2139A"
BBa_K563015,n/a:Tor2 with mutation V2139A and E2360K
BBa_K563016,n/a:Tor2 with mutation I1957T V2139A E2369K
BBa_K563030,n/a:pEASY with first part of Tor2;n/a:vector pEASY with first part of Tor2
BBa_K563031,n/a:vector pEASY with first part of Tor2 without a original promoter;n/a:pEASY with first part of Tor2 without a original promoter
BBa_K563032,n/a:vector pEASY with second part of Tor2;n/a:pEASY with second part of Tor2
BBa_K563033,n/a:pEASY with third part of Tor2;n/a:vector pEASY with third part of Tor2
BBa_K563034,n/a:pEASY+22Tor2(with L->P mutation)
BBa_K563035,n/a:pEASY+33Tor2(with I->T mutation)
BBa_K563036,n/a:pEASY+33Tor2(with V->A mutation)
BBa_K563037,n/a:pEASY+33Tor2(with E->K mutation)
BBa_K563051,n/a:pSBY11 linked with Tor2
BBa_K571000,n/a:acsAB/pSB1C3
BBa_K581013,n/a:lux repressible promoter-T7ptag-terminator
BBa_K590000,"n/a:mamHI, from <i>Magnetospirillum magneticum</i>;n/a:mamHI, from Magnetospirillum magneticum"
BBa_K590018,n/a:mamMNOPA in vector pGA3K3
BBa_K590020,"n/a:mamJ, from <i>Magnetospirillum magneticum</i>"
BBa_K590017,n/a:mamHIEJKL in vector pGA3K3
BBa_K590019,n/a:mamQRBSTUV in vector pGA3K3
BBa_K590087,kegg:NA
BBa_K592010,color:Yellow;color:NA
BBa_K598018,"n/a:tetA+GFP fused protein ;function:The most critical component of dule genetic selection, marker of ON/OFF selection and reporter of screen ;n/a:tetA+GFP confusing protein ;function:NA;biology:a fusion protein in which tetA, which encodes a tetracycline/H+ antiporter, was fused with a green fluorescent protein via a flexible peptide linker;biology:NA"
BBa_K602001,n/a:<i>Deinococcus radiodurans</i> PprA
BBa_K602000,n/a:<i>Deinococcus radiodurans</i> PprI
BBa_K602003,n/a:<i>Deinococcus radiodurans</i> RecA
BBa_K606026,negative_regulators:TetR;receiver:NA;negative_regulators:NA;receiver:YFP-TetR binding
BBa_K606025,negative_regulators:NA
BBa_K624010,n/a:CHAMP (anti-H1[mms13])
BBa_K624033,n/a:minC cell division inhibitor (revised)
BBa_K629006,"n/a:trkD', Escherichia coli cells which contain a functional Kup (formerly TrkD) system took up Cs' with"
BBa_K638001,n/a:Reflectin A1 from Loligo
BBa_K638002,n/a:Reflectin A2 from Loligo pealei
BBa_K638003,n/a:Reflectin 1B from Euprymna scolopes
BBa_K638404,n/a:polyHis-ReflectinA1
BBa_K642001,n/a:LacI repressor tagged with yBFP;n/a:LacI repressor tagged with BFP
BBa_K641006,n/a:LambdaRep (no start codon)
BBa_K642005,n/a:LacI repressor tagged with BFP and a VP16 activation domain;n/a:LacI repressor tagged with yBFP and a VP16 activation domain;n/a:LacI repressor tagged with BFP and a rtTA activation domain
BBa_K649302,n/a:rocF-Arg box;n/a:rocF-Arg Box
BBa_K649400,n/a:isoprene synthase;n/a:Test:isoprene synthase
BBa_K653000,biology:NA;biology:Rhamnosyltransferase complex 1 BioBrick
BBa_K669000,n/a:chiS
BBa_K669001,n/a:chiP
BBa_K678035,chassis:NA;chassis:Aspergillus nidulans
BBa_K730002,"n/a:The complete denitrification of nitrate by bacteria to dinitrogen (N,)"
BBa_K737009,n/a:GVPC and GFP coding 
BBa_K737008,n/a:GVPA and GFP coding 
BBa_K738004,n/a:FA-2X-MS2: Half of split GFP
BBa_K767000,t-oh:NA
BBa_K771101,n/a:ssDsbA-Bla;n/a:ssDsbA-&#946;-Lactamase 
BBa_K771104,n/a:ssDsbA-PDZligand;n/a:PDZligand
BBa_K771106,n/a:GBDligand
BBa_K771108,n/a:SH3ligand
BBa_K771112,n/a:MSD2;n/a:MS2 with linker FL3
BBa_K771113,n/a:split EGFP 1 with linker FL3;n/a:1EGFP
BBa_K771304,n/a:FabZ
BBa_K771114,n/a:split EGFP 2 with linker FL3;n/a:2EGFP
BBa_K771302,n/a:FabG
BBa_K777000,ligands:Aspartate;ligands:NA;biology:NA;protein:Tar;biology:Escherichia coli;positive_regulators:J23100 constitutive promoter;chassis:E. coli;protein:NA
BBa_K779308,n/a:TetR MammoBlock
BBa_K777109,function:Motility;protein:Flagellin;chassis:E. coli;protein:NA
BBa_K779305,n/a:rtTA3 MammoBlock
BBa_K779315,n/a:5' Hammerhead with loss-of-function mutation MammoBlock
BBa_K779316,n/a:3' Hammerhead with loss-of-function mutation MammoBlock
BBa_K779317,n/a:5' Hammerhead MammoBlock
BBa_K779318,n/a:3' Hammerhead MammoBlock
BBa_K783083,family:NA;family:&#963;54 regulatory protein;origin:NA;function:NA;function:induces pMmoR (BBa_K783082);origin:Methylosinus trichosporium OB3b 
BBa_K785003,output:Light
BBa_K809106,chassis:NA;chassis:Yeast Mitochondria
BBa_K809107,chassis:NA;chassis:Yeast Mitochondria
BBa_K809108,chassis:NA;chassis:Yeast Mitochondria
BBa_K809209,n/a:Toc75 protein
BBa_K809208,n/a:Toc34 protein
BBa_K809321,n/a:GAL promoter + YFP_SPtim21 + ADH1 terminator
BBa_K809331,n/a:GAL promoter + YFP + SPtom40 + Toc75+ ADH1 terminator
BBa_K809330,n/a:GAL promoter + YFP + SPTom70 + Toc34+ ADH1 terminator;n/a:GAL promoter + YFP + SPtom70 + Toc34+ ADH1 terminator
BBa_K809401,chassis:NA;chassis:Yeast
BBa_K809501,chassis:NA;chassis:Yeast Mitochondria
BBa_K809502,chassis:NA;chassis:Yeast
BBa_K809504,chassis:NA;chassis:Yeast Mitochondria
BBa_K809503,chassis:NA;chassis:Yeast Mitochondria
BBa_K809603,n/a:Bovine Pancreatic DNase I (in yeast mt codon table)
BBa_K809701,n/a:SP of ZIM17 + T7 RNAP
BBa_K809703,n/a:SP of ZIM17 + Holin (lambda phage)
BBa_K809702,n/a:SP of ZIM17 + Bovine Pancreatic DNase I 
BBa_K817027,n/a:SP1-Penetratin-Flag
BBa_K817028,n/a:SP2-Penetratin-Flag
BBa_K817029,n/a:SP3-Penetratin-Flag
BBa_K823020,protein:cat;resistance:NA;resistance:C;biology:NA;biology:Bacillus subtilis;protein:NA
BBa_K826001,protein_in:NA
BBa_K831001,n/a:HipB antitoxin from Escherichia coli K12
BBa_K847001,protein:NA
BBa_K847003,protein:NA
BBa_K847005,protein:NA
BBa_K847040,protein:NA
BBa_K847041,protein:NA
BBa_K847080,protein:NA
BBa_K861010,"n/a:FadD, an inner membrane-associated acyl-CoA synthase"
BBa_K861020,"n/a:FadE ,acyl-CoA dehydrogenase "
BBa_K861041,"n/a:FadI, gene for fatty acid degradation from <i>E.coli str. K12</i>"
BBa_K861120,"n/a:BcsZ, endo-1,4-D-glucanase"
BBa_K861070,n/a:AdrA gene from E.coli K12
BBa_K861150,"n/a:GalF, putative regulatory subunit for GalU "
BBa_K861400,n/a:FadA protein coding sequence for fatty acid degradation
BBa_K861500,"n/a:FadL, Long-chain fatty acids transporter from E.coli K12;n/a:FadL, Long-chain fatty acids transporter in E.coli K12;n/a:FadL, Long-chain fatty acids transporter from <i>E.coli str. K12</i>"
BBa_K863120,color:NA;color:Green;lum:NA;excitation:NA;protein:GFPmut3b;excitation:501;emission:NA;tag:None;emission:511
BBa_K863030,protein:NA
BBa_K863121,color:NA;color:Green;lum:NA;excitation:NA;protein:GFPmut3b;excitation:501;emission:NA;tag:His6;tag:None;emission:511
BBa_K864200,"direction:Forward;protein:LacI;protein:MarR;function:Rep;ligands:allolactose, IPTG;ligands:sodium salicylate (SAL)"
BBa_K874000,n/a:M.ScaI Methyltransferase
BBa_K864401,color:NA;abs:597 nm;color:Blue;abs:NA
BBa_K874001,n/a:Polydactyl Zinc Finger (PZF3838)
BBa_K883402,biology:NA;protein:Major Coat Protein;biology:Potato Leafroll Virus;protein:NA
BBa_K883404,protein:Major Coat Protein;biology:Potato Leafroll Virus
BBa_K883403,biology:NA;protein:Major Coat Protein;biology:Potato Leafroll Virus;protein:NA
BBa_K883500,biology:NA
BBa_K892402,n/a:HB36.5 F317S
BBa_K896002,kegg:NA;kegg:Desulfovibrio desulfuricans ATCC 27774
BBa_K898890,excitation:NA
BBa_K936010,n/a:Glycoaldehyde Reductase (anaerobic)
BBa_K942011,protein:Antifreeze Protein
BBa_K976000,biology:NA;biology:Homo sapiens
BBa_K976001,biology:NA;biology:Homo sapiens
BBa_M10011,n/a:{&#706;CPG_L6!}
BBa_M10026,n/a:{&#706;upaG_short!} upaG autotransporter short version
BBa_M10086,n/a:{&#706;CPG_L2!}
BBa_M10091,n/a:Streptavidin Binding Peptide { <StrepTag!};n/a:{&#706;StrepTag!} Streptavidin Binding Peptide;n/a:Streptavidin Binding Peptide {<StrepTag!};n/a:Streptavidin Binding Peptide {StrepTag!};n/a:Streptavidin Binding Peptide {&#706;StrepTag!}
BBa_M1020,"n/a:""Blues"" Zinc Finger + PhaC  "
BBa_M1199,n/a:PhaP
BBa_M1299,n/a:PhaP Sequence;n/a:PhaP
BBa_M33350,n/a:nvmd;n/a:RBS+CDS for TodS protein
BBa_M36520,n/a:ALDH2 protein coding gene
BBa_M36548,chassis:NA;protein_out:gp8;chassis:''E. coli'';protein_out:N4 gp8;chassis:E. coli;protein_out:NA
BBa_M36582,n/a:ctfB Gene Sequence
BBa_M36705,ec_num:1.3.1.-;ec_num:NA
BBa_M36581,n/a:ctfA Gene Sequence
BBa_M36761,protein:melamine deaminase;protein:NA
BBa_M36798,n/a:Stress-regulated transcription factor
BBa_M36888,uniprot:P0AGB3 (most common strain);family:NA;ligands:NA;ligands:DNA Promoter Region;family:Sigma 70 sigma factors;uniprot:NA
BBa_M36908,function:NA;receiver:NA;protein:NA
BBa_M36907,function:NA;receiver:NA;protein:NA
BBa_M36950,protein:Antifreeze Protein
BBa_M36997,protein:Antifreeze Protein
BBa_M36996,protein:Antifreeze Protein
BBa_M36999,protein:Antifreeze Protein
BBa_M36951,protein:Antifreeze Protein
BBa_T1001,control:foofum;copies:47
BBa_T9000,resistance:Gentamicin resistance;resistance:NA;direction:NA;direction:Forward
BBa_T4000,biology:NA;biology:Vibrio fischeri;protein:luxC;protein:NA
BBa_T9150,kegg:eco:b1281;;ec_num:4.1.1.23;direction:Forward;protein:PyrF;swisspro:P08244;tag:None
BBa_Z0101,type:Coding
BBa_Z0102,type:Coding
BBa_Z0103,type:Coding
BBa_Z0104,type:Coding
BBa_Z0105,type:Coding
BBa_Z0106,type:Coding
BBa_Z0107,type:Coding
BBa_Z0108,type:Coding
BBa_Z0109,type:Coding
BBa_Z0111,type:Coding
BBa_Z0110,type:Coding
BBa_Z0112,type:Coding
BBa_Z0113,type:Coding
BBa_Z0131,type:Coding
BBa_Z0133,type:Coding
BBa_Z0138,type:Coding
BBa_Z0140,type:Coding
BBa_Z0141,type:Coding
BBa_Z0143,type:Coding
BBa_Z0144,type:Coding
BBa_Z0142,type:Coding
BBa_Z0145,type:Coding
BBa_Z0146,type:Coding
BBa_Z0147,type:Coding
BBa_Z0154,type:Coding
BBa_Z0153,type:Coding
BBa_J52008,excite:NA;protein:Rluc;emit:NA;tag:None;abs:NA;lum:480
BBa_J63001,protein:Venus2;lum:NA;excite:515;tag:None;abs:NA;emit:528
BBa_K1033901,abs:592 nm
BBa_K1033925,abs:560 nm;abs:NA
BBa_K1041000,excitation:NA;emission:RFP;tag:None
BBa_K1185002,excitation:NA;emission:607 nm;emission:NA;excitation:584 nm
BBa_K1368011,n/a:Spinach Aptamer 13-2 RNA with Stabilizing tRNA Scaffold
BBa_K1399010,excitation:NA;tag:SsrA-AAV degradation tag;emission:RFP;tag:None
BBa_K1399011,excitation:NA;tag:SsrA-AAV degradation tag;tag:SsrA-LVA degradation tag;emission:RFP
BBa_K1399012,excitation:NA;tag:SsrA-AAV degradation tag;tag:SsrA-LAA degradation tag;emission:RFP
BBa_K1399013,excitation:NA;tag:SsrA-AAV degradation tag;tag:SsrA-DAS degradation tag;emission:RFP
BBa_K567008,chassis:NA;ligands:NA;function:IPTG induced luciferase expression;function:NA;ligands:Isopropyl &#946;-D-1-Thiogalactopyranoside (IPTG);chassis:ER2566
BBa_K598001,rbs:robust;chassis:NA;n/a:Theophyline Responsive Riboswitch 1G1 with Engineered RBS+GFP generator;n/a:Engineered Theophyline Responsive Riboswitch 1G1 with Native RBS+E0040+B0015;output:GFP;emit:511 nm;rbs:NA;n/a:Engineered Theophyline Responsive Riboswitch 1G1 With Native RBS+E0040+B0015;ligands:theophylline;excite:NA;n/a:Theophylline Responsive Riboswitch 1G1 with Engineered RBS+GFP generator;emit:NA;ligands:NA;output:NA;excite:501 nm;chassis:E. coli DH5&#945;;resistance:NA;resistance:Chloramphenicol;n/a:Engineered Theophyline Responsive Riboswitch 1G1+RBS+E0040+B0015
BBa_K598000,resistance: chloramphenicol;ligands:NA;excitation:470nm;emission:509nm;excitation:NA;n/a:TPP Up-regulated Hammerhead Ribozyme ;emission:NA;n/a:TPP Down-regulated Hammerhead Ribozyme 2.5 With Native RBS+E0040+B0015;ligands:Thiamine Pyrophosphate (TPP);n/a:TPP Down-regulated Hammerhead Ribozyme 2.5+E0040+B0015;n/a:TPP Down-regulated Hammerhead Ribozyme 2.5 with Native RBS+E0040+B0015;resistance:NA
BBa_K598007,chassis:NA;function:used to test the ability of theophylline responsive riboswitch by GFP fluorescence intensity;ligands:theophylline;ligands:NA;rbs:NA;n/a:TheoP1G1+RBS+E0040+B0015;function:NA;n/a:Theophyline Responsive Riboswitch P1G1 With Native RBS+E0040+B0015;chassis:E. coli DH5&#945;;n/a:Theophylline Responsive Riboswitch P1G1 with Native RBS+E0040+B0015;resistance:NA;rbs:medium;n/a:Theophyline Responsive Riboswitch P1G1 with Native RBS+E0040+B0015;resistance:Chloramphenicol
BBa_K598008,n/a:TPP Up-regulated Hammerhead Ribozyme 1.20+E0040+B0015;n/a:TPP Up-regulated Hammerhead Ribozyme 1.20 with Native RBS+E0040+B0015;n/a:TPP Up-regulated Hammerhead Ribozyme 1.20 With Native RBS+E0040+B0015;n/a:TPP Up-regulated Hammerhead Ribozyme
BBa_E0024,emit:476;excite:439;lum:NA;excitation:NA;tag:AAV;emission:NA;protein:ECFP-AAV;abs:NA
BBa_E0022,emit:476;excite:439;lum:NA;excitation:NA;biology:NA;abs:NA;emission:CFP;tag:LVA;protein:ECFP-LVA
BBa_E0026,emit:476;excite:439;lum:NA;excitation:NA;emission:NA;tag:ASV;abs:NA;protein:ECFP-ASV
BBa_E0032,emit:527;excite:514;lum:NA;excitation:NA;emission:YFP;abs:NA;tag:LVA;protein:EYFP-LVA
BBa_E0033,excitation:NA;protein:LacZ-alpha;excite:NA;lum:varied;emit:NA;emission:NA;tag:None;abs:varied
BBa_E0034,emit:527;excite:514;lum:NA;excitation:NA;tag:AAV;protein:EYFP-AAV;abs:NA;emission:yellow
BBa_E0044,excite:501;lum:NA;excitation:NA;tag:AAV;emit:511;protein:GFPmut3b-AAV;abs:NA;emission:green
BBa_E0036,emit:527;excite:514;lum:NA;excitation:NA;protein:EYFP-ASV;tag:ASV;abs:NA;emission:yellow
BBa_E2020,protein:Cerulean;emit:475;lum:NA;excite:433;excitation:NA;emission:NA;tag:None;abs:NA
BBa_E2030,lum:NA;excitation:NA;emission:NA;excite:515;protein:Venus;tag:None;abs:NA;emit:528
BBa_E2060,emit:610;lum:NA;excitation:NA;emission:NA;protein:mCherry;excite:587;tag:None;abs:NA
BBa_E3030,excite:514;lum:NA;excitation:NA;abs:NA;tag:None;emit:527?;emission:cyan;protein:YPet-YFP
BBa_J06504,emit:610;lum:   --;protein:mCherry2;emission:610;excite:587;abs:   --;tag:None;biology:NA;excitation:587
BBa_J06505,emit:610;protein:mCherry-LVA;lum:NA;emission:610;excite:587;abs:NA;biology:NA;tag:LVA;excitation:587
BBa_J52012,tag:NA;excite:NA;emit:NA;protein:RlucPEST;abs:NA;lum:480
BBa_J52028,tag:Other;lum:NA;excite:501?;emit:511?;abs:NA;protein:GFP-PEST
BBa_K1031221,device_type:NA
BBa_K1031222,device_type:NA
BBa_K1467201,"n/a:GoldenGate compatible AmilCP, Blue chromoprotein;n/a:AmilCP, Blue chromoprotein"
BBa_K579000,protein:NA
BBa_K567018,chassis:NA;ligands:NA;function:IPTG induced RFP and GFP expression;function:NA;ligands:Isopropyl &#946;-D-1-Thiogalactopyranoside (IPTG);chassis:ER2566
BBa_J119137,n/a:Device for Testing New Promoters via Golden Gate Assembly 
BBa_J97000,emission:498;excitation:398;excitation:NA;emission:NA
BBa_K1018001,control:NA;function:NA
BBa_K1031113,device_type:NA
BBa_K1031114,device_type:NA
BBa_K1031224,device_type:NA
BBa_K1031223,device_type:NA
BBa_K1031301,device_type:NA
BBa_K1031302,device_type:NA
BBa_K1031420,device_type:NA
BBa_K1031421,device_type:NA
BBa_K1031520,device_type:NA
BBa_K1031803,device_type:NA
BBa_K1031521,device_type:NA
BBa_K1031941,protein:NA
BBa_K1031804,device_type:NA;n/a:Pu-32-sfGFP-Terminator (XylR);n/a:Pu-B0032-sfGFP-Terminator (XylR)
BBa_K1051000,n/a:Stop codon free RFP in RFC[23] standard;emission:607nm;emission:NA
BBa_K1051001,n/a:Stop codon free ECFP in RFC[23] standard
BBa_K1051002,n/a:Stop codon free EYFP in RFC[23] standard
BBa_K1067001,signalling_molecule:NA
BBa_K1103003,n/a:GFP
BBa_K1103002,n/a:I&#954;B
BBa_K1182000,n/a:Split &#946;-galactosidase - &#969; fragment
BBa_K1182425,n/a:Split &#946;-galactosidase - &#945; fragment
BBa_K134900,excite:501;lum:NA;excitation:NA;protein:GFPmut3b;emission:NA;emit:511;tag:None
BBa_K1467202,"n/a:AmilGFP, Yellow Chromoprotein;n/a:GoldenGate compatible AmilGFP, Yellow Chromoprotein"
BBa_K1467203,n/a:GoldenGate compatible Bax - cell death inducer
BBa_K1468000,"chassis:NA;control:NA;chassis:E.coli strains: DH5-alpha, XL1 Blue, JM109, DH10B, HB101, BL21 (DE3);excitation:NA;emission:NA;control:Constitutive promoter -J23104 (http://parts.igem.org/Part:BBa_J23104 ; http://parts.igem.org/Part:BBa_J23104:Experience) ;output:NA;protein:NA;emission:&#955;em = 505 nm;control:Constitutive promoter: J23104 (http://parts.igem.org/Part:BBa_J23104 ; http://parts.igem.org/Part:BBa_J23104:Experience) ;excitation:&#955;ex = 493 nm;protein:ZsGreen ;output:Light;control:Constitutive promoter: J23104 "
BBa_K1468001,"output:Light;excitation:&#955;ex = 584 nm;chassis:E.coli strains: DH5-alpha, XL1 Blue, JM109, DH10B, HB101, BL21 (DE3);emission:&#955;em = 505 nm;protein:Red Fluorescent Protein (RFP monomeric);excitation:&#955;ex = 493 nm;emission:&#955;em = 584  nm;protein:ZsGreen ;protein:Red Fluorescent Protein;emission:&#955;em = 607   nm;control:Constitutive promoter: J23104 "
BBa_K1468002,"chassis:E.coli strains: DH5-alpha, XL1 Blue, JM109, DH10B, HB101, BL21 (DE3);control:Constitutive promoter: J23110;emission:&#955;em = 505 nm;excitation:&#955;ex = 493 nm;protein:ZsGreen ;output:Light;control:Constitutive promoter: J23104 "
BBa_K1468004,"color:NA;chassis:E.coli strains: DH5-alpha, XL1 Blue, JM109, DH10B, HB101, BL21 (DE3);positive_regulators:NA;output:X-Gal catalysis product (Blue precipitate);control:TetR repressible promoter;positive_regulators:TetR repression inhibited by tetracycline or an analog (doxycycline, i.e.).;protein:LacZ;negative_regulators:NA;color:Blue;control:Heat-sensitive promoter: pGroE;negative_regulators:TetR;control:TetR repressible promoter (Promoter constitutively on)"
BBa_K1468003,"chassis:E.coli strains: DH5-alpha, XL1 Blue, JM109, DH10B, HB101, BL21 (DE3);output:X-Gal catalysis product (Blue precipitate);protein:LacZ;control:Heat-sensitive promoter: pGroE;protein:ZsGreen ;output:Light;control:Constitutive promoter: J23104 "
BBa_K1486023,color:Green;chassis:Saccharomyces Cerevisiae;direction:Forward;excitation:NA;function:Reporter;emission:640;emission:510;color:Infrared;biology:NA;chassis:Escherichia coli;excitation:480;emission:540
BBa_K1506000,chassis:NA;strain:NA;chassis:E. coli dh10b;chassis:E. col;strain:dh10b;chassis:E. coli
BBa_K1639023,n/a:GFP with an ASV degradation tag with a half-life of ~110 min
BBa_K1899003,excitation:NA;emission:NA;emission:510nm;excitation:485nm
BBa_K1930006,color:NA;function:NA;protein:NA
BBa_K1980007,chassis:NA;color:NA;color:Red;excitation:NA;emission:NA;emission:633 nm;positive_regulators:CusR;excitation:588 nm;chassis:E. coli
BBa_K199003,n/a:RFP with CUAGU Addition
BBa_K199005,n/a:RFP with CCACU Addition
BBa_K199004,n/a:Tet Resistance with CUAGU Addition 
BBa_K199006,n/a:Tet Resistance with CCACU Addition
BBa_K199010,n/a:Tet Resistance with CCAUC Addition
BBa_K199012,n/a:Tet Resistance with CCCUC Addition 
BBa_K199009,n/a:RFP with CCAUC Addition
BBa_K199035,n/a:Tet Resistance with CGGUC Addition
BBa_K199034,n/a:RFP with CGGUC Addition
BBa_K199011,n/a:RFP with CCCUC Addition
BBa_K203103,n/a:GFP; Green Fluorescent protein
BBa_K222000,protein:NA
BBa_K330002,tag:NA;origin:E.coli;origin:NA;tag:None
BBa_K341002,origin:Artifical;direction:Forward;biology:Work as a Landing Pad fragment;biology:Work as a insert fragment;function:Landing Pad Fragment in the In-vivo Recombnation System;output:Kanamycin resistance;resistance:Tet;direction:Reverse;function:Insert Fragment in the In-vivo Recombnation System;resistance:Kan;output:Tet resistance
BBa_K422014,excitation:NA
BBa_K511100,n/a:EBFP2 MammoBlock
BBa_K511101,n/a:EYFP-FF4x4 MammoBlock 
BBa_K511102,n/a:mKate MammoBlock
BBa_K511103,n/a:amCyan-miRFF4 MammoBlock			
BBa_K563040,n/a:MCS+EGFP+CYC1 TT
BBa_K563043,n/a:MCS+EYFP+CYC1 TT
BBa_K563045,"n/a:MSC+Orange Firefly Luciferase+CYC1 TT;n/a:pYE MSC+Orange Firefly Luciferase+CYC1 TT , derived from  BBa_K325211 "
BBa_K563046,"n/a:pYE MCS+EPCI Luciferase+CYC1 TT, derived from  BBa_K325101;n/a:pYE MCS+EPCI Firefly Luciferase+CYC1 TT, derived from  BBa_K325101;n/a:MCS+EPCI Luciferase+CYC1 TT"
