Year,Team,SimpleDescription
2015,Brasil-USP, Here they aim to accelerate natural rubber degradation by genetically engineering Escherichia coli expressing two enzymes: RoxA (Rubber oxygenase) and Lcp (Latex clearing protein). ,
2015,NTU-Singapore," In their project, they seek to explore the usage of Shewanella bacteria in MFCs. ",
2015,ITB_INDONESIA," ITB_Indonesia utilises optimised rhlAB gene from Pseudomonas aeruginosa for rhamnolipid production, combined by LacI control and reporter protein for controllable and observable production in E. coli. ",
2015,SKLBC-DGSYZX," Synsketch is their solution to design, modify, learn and share standardized genetic circuits easily and efficiently. ",
2015,Manchester-Graz," Take the first steps in the development of a novel technology for drug delivery by developing self-regulating, drug-producing bacteria. ",
2015,Utah_State," The 2015 USU iGEM team is implementing a synthetic biology approach to design and create phage resistant Lactococcus lactis, a commonly-used cheese starter bacteria. ",
2015,UMass-Dartmouth," The aim of their project is to engineer E. coli with a plasmid encoding a positively regulated, pH sensitive promoter. ",
2015,Tokyo-NoKoGen," The E. coli was engineered to overexpress glucose-3-dehydrogenase (G3DH), which converts trehalose into the trehalase inhibitor 3,3diketo-trehalose. ",
2015,UChile-OpenBio, The team UChile-OpenBio is designing two populations of Escherichia coli to produce a biodegradable plastic called PLA (Polylactic acid) from easy to assimilate renewable resources. ,
2015,TecCEM_HS," Their project consists in developing a bioremediation system to lower SDS levels in the water using two immobilized proteins, alkyl-sufatase and ferritin.
",
2015,Exeter," Their project therefore set out to create a diagnostic test to detect a given RNA sequence in a safe, low-tech and cost-effective manner. ",
2015,Valencia_UPV," This system uses DNA to store information inside a plant seed, acting as a miniaturized and flexible biofactory capable of producing a myriad of bioproducts such as interferon alpha or anti-choleric vaccines. ",
2015,BABS_UNSW_Australia," This year, they optimised entry of three bacterial species (E. coli, Synechocystis PCC6803 and Lactococcus lactis) into mammalian cells and assayed them for intrinsic compatibility to the cytosolic environment.",
2015,UFSCar-Brasil," To  extend the  duration  of  the limonene, the use of synthetic biology for continuous production was proposed by  this  project.",
2015,Shenzhen_SFLS,"Aiming at making drug delivering more accurate and efficient, we constructed a switch-like system called ""Switchgen"". Our system is designed to release a fused protein to deliver an effector protein to the targeted cells in the way of binding the specific antibody connected to the fused protein. ",
2015,KU_Leuven,"All together, in combination with the controlled expression of the motility regulating protein CheZ, their system allows the formation of periodic circles and stripes of high-low cell densities.",
2015,LZU-China,"As heavy metal ions became assignable factors of water pollution, which may cause serious damage to human health, the team applied several transcription factors which are sensitive to the concentration of copper ions and chromium ions to regulate the expression of protein ribB. ",
2015,IONIS_Paris,BactMan Adventures will make you explore and understand the field of synthetic biology in a playful and educational way. ,
2015,HFUT-China,"BioDesigner provides part and system recommendations, which can be a great assistant for user while designing their own Synthetic system. ",
2015,Cairo_Egypt,Breast cancer is the main cause of cancer related death among women. Breast cancer is the main cause of cancer related death among women. ,
2015,Slovenia_HS,Butyrate is formed as an intermediate product in a reaction pathway of direct biological conversion of waste. They successfully composed an optimized system of bioreactors to produce pure butanol and use all side products formed.,
2015,TecCEM,"By inserting these stands into a plasmid, transforming a competent bacteria and incubating it with the helper phage, they propose a biological self-replicative and self-assembling way to produce a custom-shaped DNAbot. ",
2015,Glasgow,Centered on using bioluminescence as a light source in Escherichia coli.,
2015,NAIT_Edmonton,Created numerous amino acid motifs to elucidate the sequences that would generate specific colours following silver staining. ,
2015,Lethbridge_HS,"Current methods used to control V.destructor are inefficient and resistance is developing in treated populations. Using synthetic biology, they designed E.coli that produce the miticide oxalic acid in the bee gut.",
2015,Missouri_Rolla,"Develop a system using compounds which slow and inhibit the fungus, giving bats a better fighting chance.",
2015,Danzi_Kesh_8,Develop an innovative biological method for identifying gluten in food.,
2015,Scut,"Developed a simple, reliable and efficient method to measure the antibiotics.",
2015,Gifu,Developed the efficiency of the circularization. And synthesized useful proteins.,
2015,UAI-Chile,Engineered a system that has a biosensor that will be activated when the temperature lowers and will produce an antifreeze protein.,
2015,FAFU-CHINA,FAFU-China team aims to investigate the possibility of controlling this disease through silence of CSBV RdRp (RNA-dependent RNA polymerase) gene by using RNA-interference technology.,
2015,DTU-Denmark,"Focus on the tyrocidine antibiotic, which cannot be used intravenously due to its toxicity to create new analogs through multiplex automated genome engineering to reduce toxicity.
",
2015,Tufts,Functionalize the CRISPR-Cas9 system as a therapeutic for the targeted disruption of deleterious genes in human cell cultures. ,
2015,Tec-Chihuahua,"Here, they intend to evaluate the efficiencies of gene delivery of DNA-CNTs in Escherichia coli cultures, embryos in early development of Bos taurus and calluses of Nicotiana tabacum and compare them with the traditional methods used in the laboratory.",
2015,EPF_Lausanne,Hope to create a toolkit facilitating the design and implementation of bio-logic circuits thereby enabling more complex decision-making in cells.,
